HGNC ID	Status	Approved symbol	Approved name	NCBI gene ID	Ensembl gene ID
HGNC:29308	Approved	FBRSL1	fibrosin like 1	57666	ENSG00000112787
HGNC:13598	Approved	FBXL2	F-box and leucine rich repeat protein 2	25827	ENSG00000153558
HGNC:13599	Approved	FBXL3	F-box and leucine rich repeat protein 3	26224	ENSG00000005812
HGNC:13601	Approved	FBXL4	F-box and leucine rich repeat protein 4	26235	ENSG00000112234
HGNC:13602	Approved	FBXL5	F-box and leucine rich repeat protein 5	26234	ENSG00000118564
HGNC:13603	Approved	FBXL6	F-box and leucine rich repeat protein 6	26233	ENSG00000182325
HGNC:13604	Approved	FBXL7	F-box and leucine rich repeat protein 7	23194	ENSG00000183580
HGNC:17875	Approved	FBXL8	F-box and leucine rich repeat protein 8	55336	ENSG00000135722
HGNC:13611	Approved	FBXL12	F-box and leucine rich repeat protein 12	54850	ENSG00000127452
HGNC:21658	Approved	FBXL13	F-box and leucine rich repeat protein 13	222235	ENSG00000161040
HGNC:28624	Approved	FBXL14	F-box and leucine rich repeat protein 14	144699	ENSG00000171823
HGNC:28155	Approved	FBXL15	F-box and leucine rich repeat protein 15	79176	ENSG00000107872
HGNC:14150	Approved	FBXL16	F-box and leucine rich repeat protein 16	146330	ENSG00000127585
HGNC:13615	Approved	FBXL17	F-box and leucine rich repeat protein 17	64839	ENSG00000145743
HGNC:21874	Approved	FBXL18	F-box and leucine rich repeat protein 18	80028	ENSG00000155034
HGNC:25300	Approved	FBXL19	F-box and leucine rich repeat protein 19	54620	ENSG00000099364
HGNC:24679	Approved	FBXL20	F-box and leucine rich repeat protein 20	84961	ENSG00000108306
HGNC:27537	Approved	FBXL22	F-box and leucine rich repeat protein 22	283807	ENSG00000197361
HGNC:13581	Approved	FBXO2	F-box protein 2	26232	ENSG00000116661
HGNC:13582	Approved	FBXO3	F-box protein 3	26273	ENSG00000110429
HGNC:13583	Approved	FBXO4	F-box protein 4	26272	ENSG00000151876
HGNC:13584	Approved	FBXO5	F-box protein 5	26271	ENSG00000112029
HGNC:13585	Approved	FBXO6	F-box protein 6	26270	ENSG00000116663
HGNC:13586	Approved	FBXO7	F-box protein 7	25793	ENSG00000100225
HGNC:13587	Approved	FBXO8	F-box protein 8	26269	ENSG00000164117
HGNC:13588	Approved	FBXO9	F-box protein 9	26268	ENSG00000112146
HGNC:13589	Approved	FBXO10	F-box protein 10	26267	ENSG00000147912
HGNC:13590	Approved	FBXO11	F-box protein 11	80204	ENSG00000138081
HGNC:13617	Approved	FBXO15	F-box protein 15	201456	ENSG00000141665
HGNC:13618	Approved	FBXO16	F-box protein 16	157574	ENSG00000214050
HGNC:18754	Approved	FBXO17	F-box protein 17	115290	ENSG00000269190
HGNC:13592	Approved	FBXO21	F-box protein 21	23014	ENSG00000135108
HGNC:13593	Approved	FBXO22	F-box protein 22	26263	ENSG00000167196
HGNC:13595	Approved	FBXO24	F-box protein 24	26261	ENSG00000106336
HGNC:13596	Approved	FBXO25	F-box protein 25	26260	ENSG00000147364
HGNC:18753	Approved	FBXO27	F-box protein 27	126433	ENSG00000161243
HGNC:29046	Approved	FBXO28	F-box protein 28	23219	ENSG00000143756
HGNC:15600	Approved	FBXO30	F-box protein 30	84085	ENSG00000118496
HGNC:16510	Approved	FBXO31	F-box protein 31	79791	ENSG00000103264
HGNC:16731	Approved	FBXO32	F-box protein 32	114907	ENSG00000156804
HGNC:19833	Approved	FBXO33	F-box protein 33	254170	ENSG00000165355
HGNC:20201	Approved	FBXO34	F-box protein 34	55030	ENSG00000178974
HGNC:27020	Approved	FBXO36	F-box protein 36	130888	ENSG00000153832
HGNC:28844	Approved	FBXO38	F-box protein 38	81545	ENSG00000145868
HGNC:28565	Approved	FBXO39	F-box protein 39	162517	ENSG00000177294
HGNC:29816	Approved	FBXO40	F-box protein 40	51725	ENSG00000163833
HGNC:29409	Approved	FBXO41	F-box protein 41	150726	ENSG00000163013
HGNC:29249	Approved	FBXO42	F-box protein 42	54455	ENSG00000037637
HGNC:28521	Approved	FBXO43	F-box protein 43	286151	ENSG00000156509
HGNC:24847	Approved	FBXO44	F-box protein 44	93611	ENSG00000132879
HGNC:29148	Approved	FBXO45	F-box protein 45	200933	ENSG00000174013
HGNC:25069	Approved	FBXO46	F-box protein 46	23403	ENSG00000177051
HGNC:31969	Approved	FBXO47	F-box protein 47	494188	ENSG00000204952
HGNC:33857	Approved	FBXO48	F-box protein 48	554251	ENSG00000204923
HGNC:13608	Approved	FBXW2	F-box and WD repeat domain containing 2	26190	ENSG00000119402
HGNC:10847	Approved	FBXW4	F-box and WD repeat domain containing 4	6468	ENSG00000107829
HGNC:13613	Approved	FBXW5	F-box and WD repeat domain containing 5	54461	ENSG00000159069
HGNC:16712	Approved	FBXW7	F-box and WD repeat domain containing 7	55294	ENSG00000109670
HGNC:13597	Approved	FBXW8	F-box and WD repeat domain containing 8	26259	ENSG00000174989
HGNC:28136	Approved	FBXW9	F-box and WD repeat domain containing 9	84261	ENSG00000132004
HGNC:1211	Approved	FBXW10	F-box and WD repeat domain containing 10	10517	ENSG00000171931
HGNC:13607	Approved	FBXW11	F-box and WD repeat domain containing 11	23291	ENSG00000072803
HGNC:20729	Approved	FBXW12	F-box and WD repeat domain containing 12	285231	ENSG00000164049
HGNC:24692	Approved	FCAMR	Fc fragment of IgA and IgM receptor	83953	ENSG00000162897
HGNC:3608	Approved	FCAR	Fc fragment of IgA receptor	2204	ENSG00000186431
HGNC:3609	Approved	FCER1A	Fc fragment of IgE receptor Ia	2205	ENSG00000179639
HGNC:3611	Approved	FCER1G	Fc fragment of IgE receptor Ig	2207	ENSG00000158869
HGNC:3612	Approved	FCER2	Fc fragment of IgE receptor II	2208	ENSG00000104921
HGNC:20220	Approved	FCF1	FCF1 rRNA-processing protein	51077	ENSG00000119616
HGNC:13572	Approved	FCGBP	Fc fragment of IgG binding protein	8857	ENSG00000275395
HGNC:3613	Approved	FCGR1A	Fc fragment of IgG receptor Ia	2209	ENSG00000150337
HGNC:3614	Approved	FCGR1B	Fc fragment of IgG receptor Ib	2210	ENSG00000198019
HGNC:3616	Approved	FCGR2A	Fc fragment of IgG receptor IIa	2212	ENSG00000143226
HGNC:3618	Approved	FCGR2B	Fc fragment of IgG receptor IIb	2213	ENSG00000072694
HGNC:15626	Approved	FCGR2C	Fc fragment of IgG receptor IIc (gene/pseudogene)	9103	ENSG00000244682
HGNC:3619	Approved	FCGR3A	Fc fragment of IgG receptor IIIa	2214	ENSG00000203747
HGNC:3620	Approved	FCGR3B	Fc fragment of IgG receptor IIIb	2215	ENSG00000162747
HGNC:3621	Approved	FCGRT	Fc fragment of IgG receptor and transporter	2217	ENSG00000104870
HGNC:29002	Approved	FCHO1	FCH and mu domain containing endocytic adaptor 1	23149	ENSG00000130475
HGNC:25180	Approved	FCHO2	FCH and mu domain containing endocytic adaptor 2	115548	ENSG00000157107
HGNC:25463	Approved	FCHSD1	FCH and double SH3 domains 1	89848	ENSG00000197948
HGNC:29114	Approved	FCHSD2	FCH and double SH3 domains 2	9873	ENSG00000137478
HGNC:14315	Approved	FCMR	Fc fragment of IgM receptor	9214	ENSG00000162894
HGNC:3623	Approved	FCN1	ficolin 1	2219	ENSG00000085265
HGNC:3624	Approved	FCN2	ficolin 2	2220	ENSG00000160339
HGNC:3625	Approved	FCN3	ficolin 3	8547	ENSG00000142748
HGNC:18509	Approved	FCRL1	Fc receptor like 1	115350	ENSG00000163534
HGNC:14875	Approved	FCRL2	Fc receptor like 2	79368	ENSG00000132704
HGNC:18506	Approved	FCRL3	Fc receptor like 3	115352	ENSG00000160856
HGNC:18507	Approved	FCRL4	Fc receptor like 4	83417	ENSG00000163518
HGNC:18508	Approved	FCRL5	Fc receptor like 5	83416	ENSG00000143297
HGNC:31910	Approved	FCRL6	Fc receptor like 6	343413	ENSG00000181036
HGNC:18504	Approved	FCRLA	Fc receptor like A	84824	ENSG00000132185
HGNC:26431	Approved	FCRLB	Fc receptor like B	127943	ENSG00000162746
HGNC:29500	Approved	FCSK	fucose kinase	197258	ENSG00000157353
HGNC:19215	Approved	FDCSP	follicular dendritic cell secreted protein	260436	ENSG00000181617
HGNC:3629	Approved	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222	ENSG00000079459
HGNC:3631	Approved	FDPS	farnesyl diphosphate synthase	2224	ENSG00000160752
HGNC:3638	Approved	FDX1	ferredoxin 1	2230	ENSG00000137714
HGNC:30546	Approved	FDX2	ferredoxin 2	112812	ENSG00000267673
HGNC:25110	Approved	FDXACB1	ferredoxin-fold anticodon binding domain containing 1	91893	ENSG00000255561
HGNC:3642	Approved	FDXR	ferredoxin reductase	2232	ENSG00000161513
HGNC:3647	Approved	FECH	ferrochelatase	2235	ENSG00000066926
HGNC:16934	Approved	FEM1A	fem-1 homolog A	55527	ENSG00000141965
HGNC:3649	Approved	FEM1B	fem-1 homolog B	10116	ENSG00000169018
HGNC:16933	Approved	FEM1C	fem-1 homolog C	56929	ENSG00000145780
HGNC:3650	Approved	FEN1	flap structure-specific endonuclease 1	2237	ENSG00000168496
HGNC:3655	Approved	FER	FER tyrosine kinase	2241	ENSG00000151422
HGNC:19044	Approved	FER1L5	fer-1 like family member 5	90342	ENSG00000249715
HGNC:28065	Approved	FER1L6	fer-1 like family member 6	654463	ENSG00000214814
HGNC:16660	Approved	FERD3L	Fer3 like bHLH transcription factor	222894	ENSG00000146618
HGNC:15889	Approved	FERMT1	fermitin family member 1	55612	ENSG00000101311
HGNC:15767	Approved	FERMT2	fermitin family member 2	10979	ENSG00000073712
HGNC:23151	Approved	FERMT3	fermitin family member 3	83706	ENSG00000149781
HGNC:3657	Approved	FES	FES proto-oncogene, tyrosine kinase	2242	ENSG00000182511
HGNC:3658	Approved	FETUB	fetuin B	26998	ENSG00000090512
HGNC:18562	Approved	FEV	FEV transcription factor, ETS family member	54738	ENSG00000163497
HGNC:3659	Approved	FEZ1	fasciculation and elongation protein zeta 1	9638	ENSG00000149557
HGNC:3660	Approved	FEZ2	fasciculation and elongation protein zeta 2	9637	ENSG00000171055
HGNC:22788	Approved	FEZF1	FEZ family zinc finger 1	389549	ENSG00000128610
HGNC:13506	Approved	FEZF2	FEZ family zinc finger 2	55079	ENSG00000153266
HGNC:4498	Approved	FFAR1	free fatty acid receptor 1	2864	ENSG00000126266
HGNC:4501	Approved	FFAR2	free fatty acid receptor 2	2867	ENSG00000126262
HGNC:4499	Approved	FFAR3	free fatty acid receptor 3	2865	ENSG00000185897
HGNC:19061	Approved	FFAR4	free fatty acid receptor 4	338557	ENSG00000186188
HGNC:3661	Approved	FGA	fibrinogen alpha chain	2243	ENSG00000171560
HGNC:3662	Approved	FGB	fibrinogen beta chain	2244	ENSG00000171564
HGNC:3664	Approved	FGD2	FYVE, RhoGEF and PH domain containing 2	221472	ENSG00000146192
HGNC:16027	Approved	FGD3	FYVE, RhoGEF and PH domain containing 3	89846	ENSG00000127084
HGNC:19125	Approved	FGD4	FYVE, RhoGEF and PH domain containing 4	121512	ENSG00000139132
HGNC:19117	Approved	FGD5	FYVE, RhoGEF and PH domain containing 5	152273	ENSG00000154783
HGNC:21740	Approved	FGD6	FYVE, RhoGEF and PH domain containing 6	55785	ENSG00000180263
HGNC:3665	Approved	FGF1	fibroblast growth factor 1	2246	ENSG00000113578
HGNC:3676	Approved	FGF2	fibroblast growth factor 2	2247	ENSG00000138685
HGNC:3681	Approved	FGF3	fibroblast growth factor 3	2248	ENSG00000186895
HGNC:3682	Approved	FGF4	fibroblast growth factor 4	2249	ENSG00000075388
HGNC:3683	Approved	FGF5	fibroblast growth factor 5	2250	ENSG00000138675
HGNC:3684	Approved	FGF6	fibroblast growth factor 6	2251	ENSG00000111241
HGNC:3685	Approved	FGF7	fibroblast growth factor 7	2252	ENSG00000140285
HGNC:3686	Approved	FGF8	fibroblast growth factor 8	2253	ENSG00000107831
HGNC:3687	Approved	FGF9	fibroblast growth factor 9	2254	ENSG00000102678
HGNC:3666	Approved	FGF10	fibroblast growth factor 10	2255	ENSG00000070193
HGNC:3667	Approved	FGF11	fibroblast growth factor 11	2256	ENSG00000161958
HGNC:3668	Approved	FGF12	fibroblast growth factor 12	2257	ENSG00000114279
HGNC:3671	Approved	FGF14	fibroblast growth factor 14	2259	ENSG00000102466
HGNC:3673	Approved	FGF17	fibroblast growth factor 17	8822	ENSG00000158815
HGNC:3674	Approved	FGF18	fibroblast growth factor 18	8817	ENSG00000156427
HGNC:3675	Approved	FGF19	fibroblast growth factor 19	9965	ENSG00000162344
HGNC:3677	Approved	FGF20	fibroblast growth factor 20	26281	ENSG00000078579
HGNC:3678	Approved	FGF21	fibroblast growth factor 21	26291	ENSG00000105550
HGNC:3679	Approved	FGF22	fibroblast growth factor 22	27006	ENSG00000070388
HGNC:3680	Approved	FGF23	fibroblast growth factor 23	8074	ENSG00000118972
HGNC:19695	Approved	FGFBP1	fibroblast growth factor binding protein 1	9982	ENSG00000137440
HGNC:29451	Approved	FGFBP2	fibroblast growth factor binding protein 2	83888	ENSG00000137441
HGNC:23428	Approved	FGFBP3	fibroblast growth factor binding protein 3	143282	ENSG00000174721
HGNC:3688	Approved	FGFR1	fibroblast growth factor receptor 1	2260	ENSG00000077782
HGNC:23098	Approved	FGFR1OP2	FGFR1 oncogene partner 2	26127	ENSG00000111790
HGNC:3689	Approved	FGFR2	fibroblast growth factor receptor 2	2263	ENSG00000066468
HGNC:3690	Approved	FGFR3	fibroblast growth factor receptor 3	2261	ENSG00000068078
HGNC:3691	Approved	FGFR4	fibroblast growth factor receptor 4	2264	ENSG00000160867
HGNC:3693	Approved	FGFRL1	fibroblast growth factor receptor like 1	53834	ENSG00000127418
HGNC:3694	Approved	FGG	fibrinogen gamma chain	2266	ENSG00000171557
HGNC:25610	Approved	FGGY	FGGY carbohydrate kinase domain containing	55277	ENSG00000172456
HGNC:3695	Approved	FGL1	fibrinogen like 1	2267	ENSG00000104760
HGNC:3696	Approved	FGL2	fibrinogen like 2	10875	ENSG00000127951
HGNC:3697	Approved	FGR	FGR proto-oncogene, Src family tyrosine kinase	2268	ENSG00000000938
HGNC:3700	Approved	FH	fumarate hydratase	2271	ENSG00000091483
HGNC:29408	Approved	FHAD1	forkhead associated phosphopeptide binding domain 1	114827	ENSG00000142621
HGNC:29363	Approved	FHDC1	FH2 domain containing 1	85462	ENSG00000137460
HGNC:3701	Approved	FHIT	fragile histidine triad diadenosine triphosphatase	2272	ENSG00000189283
HGNC:3703	Approved	FHL2	four and a half LIM domains 2	2274	ENSG00000115641
HGNC:3704	Approved	FHL3	four and a half LIM domains 3	2275	ENSG00000183386
HGNC:17371	Approved	FHL5	four and a half LIM domains 5	9457	ENSG00000112214
HGNC:17905	Approved	FHOD1	formin homology 2 domain containing 1	29109	ENSG00000135723
HGNC:26178	Approved	FHOD3	formin homology 2 domain containing 3	80206	ENSG00000134775
HGNC:25922	Approved	FIBCD1	fibrinogen C domain containing 1	84929	ENSG00000130720
HGNC:33747	Approved	FIBIN	fin bud initiation factor homolog	387758	ENSG00000176971
HGNC:3705	Approved	FIBP	FGF1 intracellular binding protein	9158	ENSG00000172500
HGNC:18416	Approved	FICD	FIC domain protein adenylyltransferase	11153	ENSG00000198855
HGNC:16873	Approved	FIG4	FIG4 phosphoinositide 5-phosphatase	9896	ENSG00000112367
HGNC:24669	Approved	FIGLA	folliculogenesis specific bHLH transcription factor	344018	ENSG00000183733
HGNC:13285	Approved	FIGN	fidgetin, microtubule severing factor	55137	ENSG00000182263
HGNC:13286	Approved	FIGNL1	fidgetin like 1	63979	ENSG00000132436
HGNC:13287	Approved	FIGNL2	fidgetin like 2	401720	ENSG00000261308
HGNC:21015	Approved	FILIP1	filamin A interacting protein 1	27145	ENSG00000118407
HGNC:24589	Approved	FILIP1L	filamin A interacting protein 1 like	11259	ENSG00000168386
HGNC:19124	Approved	FIP1L1	factor interacting with PAPOLA and CPSF1	81608	ENSG00000145216
HGNC:21689	Approved	FIS1	fission, mitochondrial 1	51024	ENSG00000214253
HGNC:33714	Approved	FITM1	fat storage inducing transmembrane protein 1	161247	ENSG00000139914
HGNC:16135	Approved	FITM2	fat storage inducing transmembrane protein 2	128486	ENSG00000197296
HGNC:25917	Approved	FIZ1	FLT3 interacting zinc finger 1	84922	ENSG00000179943
HGNC:17166	Approved	FJX1	four-jointed box kinase 1	24147	ENSG00000179431
HGNC:3711	Approved	FKBP1A	FKBP prolyl isomerase 1A	2280	ENSG00000088832
HGNC:3712	Approved	FKBP1B	FKBP prolyl isomerase 1B	2281	ENSG00000119782
HGNC:3718	Approved	FKBP2	FKBP prolyl isomerase 2	2286	ENSG00000173486
HGNC:3719	Approved	FKBP3	FKBP prolyl isomerase 3	2287	ENSG00000100442
HGNC:3720	Approved	FKBP4	FKBP prolyl isomerase 4	2288	ENSG00000004478
HGNC:3721	Approved	FKBP5	FKBP prolyl isomerase 5	2289	ENSG00000096060
HGNC:3722	Approved	FKBP6	FKBP prolyl isomerase 6	8468	ENSG00000077800
HGNC:3723	Approved	FKBP7	FKBP prolyl isomerase 7	51661	ENSG00000079150
HGNC:3724	Approved	FKBP8	FKBP prolyl isomerase 8	23770	ENSG00000105701
HGNC:3725	Approved	FKBP9	FKBP prolyl isomerase 9	11328	ENSG00000122642
HGNC:18169	Approved	FKBP10	FKBP prolyl isomerase 10	60681	ENSG00000141756
HGNC:18624	Approved	FKBP11	FKBP prolyl isomerase 11	51303	ENSG00000134285
HGNC:18625	Approved	FKBP14	FKBP prolyl isomerase 14	55033	ENSG00000106080
HGNC:23397	Approved	FKBP15	FKBP prolyl isomerase 15	23307	ENSG00000119321
HGNC:13949	Approved	FKBPL	FKBP prolyl isomerase like	63943	ENSG00000204315
HGNC:17997	Approved	FKRP	fukutin related protein	79147	ENSG00000181027
HGNC:3622	Approved	FKTN	fukutin	2218	ENSG00000106692
HGNC:14439	Approved	FLACC1	flagellum associated containing coiled-coil domains 1	130540	ENSG00000155749
HGNC:24671	Approved	FLAD1	flavin adenine dinucleotide synthetase 1	80308	ENSG00000160688
HGNC:27310	Approved	FLCN	folliculin	201163	ENSG00000154803
HGNC:3748	Approved	FLG	filaggrin	2312	ENSG00000143631
HGNC:33276	Approved	FLG2	filaggrin family member 2	388698	ENSG00000143520
HGNC:3749	Approved	FLI1	Fli-1 proto-oncogene, ETS transcription factor	2313	ENSG00000151702
HGNC:3750	Approved	FLII	FLII actin remodeling protein	2314	ENSG00000177731
HGNC:3755	Approved	FLNB	filamin B	2317	ENSG00000136068
HGNC:3756	Approved	FLNC	filamin C	2318	ENSG00000128591
HGNC:3757	Approved	FLOT1	flotillin 1	10211	ENSG00000137312
HGNC:3758	Approved	FLOT2	flotillin 2	2319	ENSG00000132589
HGNC:3760	Approved	FLRT1	fibronectin leucine rich transmembrane protein 1	23769	ENSG00000126500
HGNC:3761	Approved	FLRT2	fibronectin leucine rich transmembrane protein 2	23768	ENSG00000185070
HGNC:3762	Approved	FLRT3	fibronectin leucine rich transmembrane protein 3	23767	ENSG00000125848
HGNC:3763	Approved	FLT1	fms related receptor tyrosine kinase 1	2321	ENSG00000102755
